new_es_symbol,es_symbol,es_name,stage,qa_approved
NX118AY003,F118AY003AR,Loamy Terrace Hills ,Provisional,yes
NX118AY005,F118AY005AR,Clayey Upland ,Provisional,yes
NX118AY001,F118AY001AR,Shallow Upland ,Provisional,yes
NX118AY004,R118AY004AR,Clayey Terraces ,Provisional,yes
NX118AY007,F118AY007AR,Poorly To Somewhat Poorly Drained Bottomland And Terrace ,Provisional,yes
NX118AY002,R118AY002AR,Loamy Uplands And Terraces - Plains ,Provisional,yes
R098XA001MI,R098XA001MI,OBSOLETE - Emergent Ponds ,Provisional,yes
R098XB027IN,R098XB027IN,OBSOLETE - Kankakee Marly Depressions ,Provisional,yes
R098XB028IN,R098XB028IN,Kankakee Mucky Depressions ,Provisional,yes
R098XB033IN,R098XB033IN,Kankakee Moist Drift Flats ,Provisional,yes
F098XA008MI,F098XA008MI,Piney Dry Loamy Till Knolls ,Provisional,yes
F098XA009MI,F098XA009MI,OBSOLETE - Loamy Till Knolls ,Provisional,yes
F098XA010MI,F098XA010MI,OBSOLETE - Fine Till Knolls ,Provisional,yes
F098XA011MI,F098XA011MI,Moist Loamy Drift Plains ,Provisional,yes
F098XA017MI,F098XA017MI,Moist Acidic Drift Flats ,Provisional,yes
F098XA024MI,F098XA024MI,Limestone Drift Plains ,Provisional,yes
F098XB025IN,F098XB025IN,Kankakee Moist Floodplains ,Provisional,yes
F098XB026IN,F098XB026IN,Kankakee Wet Floodplains ,Provisional,yes
F133BY001TX,F133BY001TX,Depression ,Provisional,yes
F133BY002TX,F133BY002TX,Seasonally Wet Upland ,Provisional,yes
F133BY011TX,F133BY011TX,Deep Sandy Terrace ,Provisional,yes
F133BY016TX,F133BY016TX,Sandy Bottomland ,Provisional,yes
F133BY018TX,F133BY018TX,Clayey Bottomland ,Provisional,yes
F134XY101MS,F134XY101MS,Southern Rolling Plains Loess Drainways - PROVISIONAL ,Provisional,yes
F134XY102MS,F134XY102MS,Southern Rolling Plains Loess Stream Terrace - PROVISIONAL ,Provisional,yes
F134XY103MS,F134XY103MS,Southern Rolling Plains Loess Wet Terrace - PROVISIONAL ,Provisional,yes
F134XY105MS,F134XY105MS,Southern Rolling Plains Loess Fragipan Upland - PROVISIONAL ,Provisional,yes
F134XY106MS,F134XY106MS,Southern Rolling Plains Thin Loess Upland - PROVISIONAL ,Provisional,yes
F134XY107MS,F134XY107MS,Southern Deep Loess Summit - PROVISIONAL ,Provisional,yes
F134XY108MS,F134XY108MS,Southern Deep Loess Backslope - PROVISIONAL ,Provisional,yes
R071XY029NE,R071XY029NE,Loamy Overflow ,Provisional,yes
F133BY012TX,F133BY012TX,Wet Terrace ,Provisional,yes
R149BY002MA,R149BY002MA,Coastal Dunes ,Provisional,yes
F144AY010NH,F144AY010NH,Sandy High Floodplain ,Provisional,yes
F144AY012CT,F144AY012CT,Sandy Low Floodplain ,Provisional,yes
F144AY014CT,F144AY014CT,Wet Sandy Low Floodplain ,Provisional,yes
F144AY015NY,F144AY015NY,Wet Silty Low Floodplain ,Provisional,yes
F144AY016MA,F144AY016MA,Very Wet Low Floodplain ,Provisional,yes
F149BY003MA,F149BY003MA,Well Drained Lake Plain ,Provisional,yes
F144AY017NH,F144AY017NH,Well Drained Lake Plain ,Provisional,yes
F144AY018NY,F144AY018NY,Moist Lake Plain ,Provisional,yes
F144AY019NH,F144AY019NH,Wet Lake Plain ,Provisional,yes
F149BY004NY,F149BY004NY,Wet Lake Plain ,Provisional,yes
F144AY020MA,F144AY020MA,Very Wet Coastal Lake Plain ,Provisional,yes
F149BY005MA,F149BY005MA,Dry Outwash ,Provisional,yes
F144AY022MA,F144AY022MA,Dry Outwash ,Provisional,yes
F149BY006NY,F149BY006NY,Well Drained Outwash ,Provisional,yes
F144AY023CT,F144AY023CT,Well Drained Outwash ,Provisional,yes
F144AY044VT,F144AY044VT,Semi-Rich Well Drained Outwash ,Provisional,yes
F144AY025MA,F144AY025MA,Semi-Rich Moist Outwash ,Provisional,yes
F144AY026CT,F144AY026CT,Moist Silty Outwash ,Provisional,yes
F149BY007NY,F149BY007NY,Moist Outwash ,Provisional,yes
F144AY027MA,F144AY027MA,Moist Sandy Outwash ,Provisional,yes
F144AY028MA,F144AY028MA,Wet Outwash ,Provisional,yes
F144AY029NY,F144AY029NY,Semi-Rich Wet Outwash ,Provisional,yes
F144AY030NY,F144AY030NY,Semi-Rich Very Wet Outwash ,Provisional,yes
F149BY008MA,F149BY008MA,Very Wet Outwash ,Provisional,yes
F144AY031MA,F144AY031MA,Very Wet Outwash ,Provisional,yes
F145XY012CT,F145XY012CT,Well Drained Dense Till Uplands ,Provisional,yes
F144AY032NH,F144AY032NH,Dry Till Uplands ,Provisional,yes
F144AY033MA,F144AY033MA,Shallow Dry Till Uplands ,Provisional,yes
F144AY034CT,F144AY034CT,Well Drained Till Uplands ,Provisional,yes
F149BY009MA,F149BY009MA,Well Drained Dense Till Uplands ,Provisional,yes
F144AY035MA,F144AY035MA,Shallow Semi-Rich Well Drained Till Uplands ,Provisional,yes
F144AY036NY,F144AY036NY,Semi-Rich Well Drained Till Uplands ,Provisional,yes
F145XY014CT,F145XY014CT,Moist Dense Till Uplands ,Provisional,yes
F144AY037MA,F144AY037MA,Moist Dense Till Uplands ,Provisional,yes
F149BY010MA,F149BY010MA,Moist Till Uplands ,Provisional,yes
F144AY038NY,F144AY038NY,Semi-Rich Moist Till Uplands ,Provisional,yes
F144AY039NY,F144AY039NY,Semi-Rich Wet Till Depressions ,Provisional,yes
F144AY040NY,F144AY040NY,Semi-Rich Very Wet Till Depressions ,Provisional,yes
F144AY041MA,F144AY041MA,Very Wet Till Depressions ,Provisional,yes
F144AY042NY,F144AY042NY,Semi-Rich Organic Wetlands ,Provisional,yes
F144AY043MA,F144AY043MA,Acidic Organic Wetlands ,Provisional,yes
F133AY008NC,F133AY008NC,Atlantic Coastal Plain White Cedar Swamp-PROVISIONAL ,Provisional,yes
F133AY009NC,F133AY009NC,Atlantic Coastal Plain Mesic Hardwood Forest-PROVISIONAL ,Provisional,yes
F133AY010NC,F133AY010NC,Northern Atlantic Hardwood Forest-PROVISIONAL ,Provisional,yes
R144AY045RI,R144AY045RI,Subaqueous Freshwater Mineral Deposits ,Provisional,yes
R144AY046RI,R144AY046RI,Subaqueous Freshwater Organic Deposits ,Provisional,yes
R144AY047RI,R144AY047RI,Subaqueous Haline Glacial Deposits ,Provisional,yes
R144AY048RI,R144AY048RI,Subaqueous Haline Low Energy Basins ,Provisional,yes
R144AY049RI,R144AY049RI,Subaqueous Haline Slopes ,Provisional,yes
R144AY050RI,R144AY050RI,Subaqueous Haline Flats ,Provisional,yes
F149BY011MA,F149BY011MA,Well Drained Till Uplands ,Provisional,yes
R149BY012MA,R149BY012MA,Coastal Interdunes ,Provisional,yes
F120BY006IN,F120BY006IN,Deep Moderately Well Drained Sandstone-Shale Uplands ,Provisional,yes
F146XY011ME,F146XY011ME,Floodplain ,Provisional,yes
F146XY021ME,F146XY021ME,Marsh ,Provisional,yes
F146XY051ME,F146XY051ME,Rockland ,Provisional,yes
F146XY031ME,F146XY031ME,Mucky Peat Bottom ,Provisional,yes
F146XY033ME,F146XY033ME,Wet Loamy Flat ,Provisional,yes
F146XY034ME,F146XY034ME,Wet Sandy Bog ,Provisional,yes
F146XY061ME,F146XY061ME,Shallow Loamy Till ,Provisional,yes
F146XY071ME,F146XY071ME,Sandy ,Provisional,yes
F146XY072ME,F146XY072ME,Loamy Over Sandy ,Provisional,yes
F146XY081ME,F146XY081ME,Loamy Acidic Till ,Provisional,yes
F146XY082ME,F146XY082ME,Loamy Calcareous Till ,Provisional,yes
F146XY084ME,F146XY084ME,Silty ,Provisional,yes
R077AY004OK,R077AY004OK,Parna Dune ,Provisional,yes
F120CY006IN,F120CY006IN,Deep Moderately Well Drained Siltstone-Shale Uplands ,Provisional,yes
F120CY009IN,F120CY009IN,Shallow Loamy Skeletal Uplands ,Provisional,yes
F120CY010IN,F120CY010IN,Low Mesic Slopes ,Provisional,yes
R030XB186CA,R030XB186CA,Mid Size Thermic To Hyperthermic Ephemeral Stream ,Provisional,yes
R060BE566MT,R060BE566MT,"Clayey, MLRA 60B-E, 10-14 P.Z. ",Provisional,yes
R060BE006MT,R060BE006MT,"Claypan MLRA 60B-E, 10-14 P.Z. ",Provisional,yes
R060BE120MT,R060BE120MT,"Very Shallow To Shale, MLRA 60B-E, 10-14 P.Z. ",Provisional,yes
R060BE165MT,R060BE165MT,"Thin Claypan, MLRA 60B-E, 10-14 P.Z. ",Provisional,yes
F147XY012PA,F147XY012PA,Calcareous Loamy Bottomland ,Provisional,yes
R030XB167CA,R030XB167CA,"Large, Sandy, Thermic, Ephemeral Stream ",Provisional,yes
F134XY017AL,F134XY017AL,Northern Sandy Drainageway ,Provisional,yes
F125XY001WV,F125XY001WV,Sandstone Residuum ,Provisional,yes
F125XY002WV,F125XY002WV,Interbedded Sedimentary Colluvium ,Provisional,yes
F125XY003WV,F125XY003WV,Interbedded Sedimentary Uplands ,Provisional,yes
F125XY004WV,F125XY004WV,Floodplain Alluvium ,Provisional,yes
F125XY005WV,F125XY005WV,Low Stream Terrace Alluvium ,Provisional,yes
F122XY001KY,F122XY001KY,Deep Well Drained Cherty Uplands ,Provisional,yes
F122XY002KY,F122XY002KY,Deep Well Drained Limestone Uplands ,Provisional,yes
F122XY003KY,F122XY003KY,Deep Well Drained Loamy Uplands ,Provisional,yes
F122XY004KY,F122XY004KY,Loess Veneered Uplands ,Provisional,yes
F122XY005KY,F122XY005KY,Moderately Deep Well Drained Uplands ,Provisional,yes
F122XY006KY,F122XY006KY,Moderately Well Drained Fragipan Uplands ,Provisional,yes
F122XY008KY,F122XY008KY,Loamy Skeletal Uplands ,Provisional,yes
F122XY009KY,F122XY009KY,Well Drained Terraces ,Provisional,yes
F122XY010KY,F122XY010KY,Moderately Well Drained Fragipan Terraces ,Provisional,yes
F122XY011KY,F122XY011KY,Somewhat Poorly Drained Fragipan Terraces And Uplands ,Provisional,yes
F122XY012KY,F122XY012KY,Somewhat Poorly Drained Terrace Lakebeds ,Provisional,yes
F122XY013KY,F122XY013KY,Saturated Flats ,Provisional,yes
F145XY013CT,F145XY013CT,Well Drained Till Uplands ,Provisional,yes
F122XY014KY,F122XY014KY,Loamy Alluvial Headwaters ,Provisional,yes
F122XY015KY,F122XY015KY,Ponded Sites ,Provisional,yes
F122XY016KY,F122XY016KY,Riverbank Loamy Alluvium ,Provisional,yes
F122XY017KY,F122XY017KY,Moist Alluvium ,Provisional,yes
F122XY018KY,F122XY018KY,Poorly Drained Alluvium ,Provisional,yes
R086AY011TX,R086AY011TX,Southern Blackland ,Provisional,yes
R036XY326CO,R036XY326CO,Semidesert Sandy Loam ,Provisional,yes
R036XY328CO,R036XY328CO,Semidesert Clay Loam ,Provisional,yes
R086AY008TX,R086AY008TX,Northern Eroded Blackland ,Provisional,yes
R046XH124WY,R046XH124WY,Loamy Argillic (Wyoming Front),Provisional,yes
R030XD002CA,R030XD002CA,Desert Pavement ,Provisional,yes
R107BY022IA,R107BY022IA,Wet Upland Depression Prairie Spartina pectinata-Tradescantia ohiensisPrairie Cordgrass-Bluejacket,Provisional,yes
R107BY023IA,R107BY023IA,Natric Floodplain Prairie Distichlis spicata-Hordeum jubatumSaltgrass-Foxtail Barley,Provisional,yes
R107BY024IA,R107BY024IA,Wet Upland Drainageway Prairie Spartina pectinata-Panicum virgatumPrairie Cordgrass-Switchgrass,Provisional,yes
R107BY025IA,R107BY025IA,Loamy Floodplain Prairie Spartina pectinata-Tripsacum dactyloidesPrairie Cordgrass-Eastern Gamagrass,Provisional,yes
R107BY027IA,R107BY027IA,Calcareous Till Upland Prairie Amorpha canescens/Schizachyrium scoparium-Hesperostipa sparteaLeadplant/Little Bluestem-Porcupinegrass,Provisional,yes
R107BY030IA,R107BY030IA,Sandy Dune Prairie Elymus canadensis-Sporobolus cryptandrusCanada Wildrye-Sand Dropseed,Provisional,yes
R094CY001MI,R094CY001MI,Cobble Shore And Fen Complex ,Provisional,yes
F094AA002MI,F094AA002MI,Snowy Loamy Till ,Provisional,yes
F094AA003MI,F094AA003MI,Snowy Loamy Depression ,Provisional,yes
F130AY001PA,F130AY001PA,Mixed Metamorphic And Granitic Upland ,Provisional,yes
F130AY002PA,F130AY002PA,Metabasalt Upland ,Provisional,yes
F130AY003PA,F130AY003PA,Phyllite-Metasandstone Upland ,Provisional,yes
F130AY004PA,F130AY004PA,Quartzitic Upland ,Provisional,yes
F130AY005PA,F130AY005PA,Mixed Metamorphic - Metabasalt Footslopes And Terraces ,Provisional,yes
F130AY006PA,F130AY006PA,Quartzitic Footslopes And Terraces ,Provisional,yes
F130AY008PA,F130AY008PA,Poorly To Somewhat Poorly Drained Floodplains And Toeslopes ,Provisional,yes
F130AY009VA,F130AY009VA,High Elevation Uplands ,Provisional,yes
F130AY007PA,F130AY007PA,Fine To Loamy Mixed Metamorphic Floodplain ,Provisional,yes
F122XY019KY,F122XY019KY,Well Drained Shale Siltstone Uplands ,Provisional,yes
R096XY001MI,R096XY001MI,Coastal Dune Complex ,Provisional,yes
R096XY002MI,R096XY002MI,Great Lakes Marsh ,Provisional,yes
F096XA003MI,F096XA003MI,Snowy Loamy Till ,Provisional,yes
F096XA004MI,F096XA004MI,Snowy Loamy Depression ,Provisional,yes
F096XA005MI,F096XA005MI,Snowy Wet Loamy Depression ,Provisional,yes
F096XA006MI,F096XA006MI,Snowy Rich Sandy Drift ,Provisional,yes
F096XA007MI,F096XA007MI,Snowy Sandy Drift ,Provisional,yes
F096XA008MI,F096XA008MI,Snowy Acidic Sandy Depression ,Provisional,yes
F096XA009MI,F096XA009MI,Snowy Wet Acidic Sandy Depression ,Provisional,yes
F096XA010MI,F096XA010MI,Snowy Sandy Depression ,Provisional,yes
F096XA011MI,F096XA011MI,Snowy Wet Sandy Depression ,Provisional,yes
F096XA012MI,F096XA012MI,Snowy Floodplain ,Provisional,yes
F096XA013MI,F096XA013MI,Snowy Wet Floodplain ,Provisional,yes
F096XA014MI,F096XA014MI,Snowy Mucky Depression ,Provisional,yes
F096XA015MI,F096XA015MI,Snowy Acidic Peaty Depression ,Provisional,yes
F096XB016MI,F096XB016MI,Loamy Till ,Provisional,yes
F096XB017MI,F096XB017MI,Loamy Depression ,Provisional,yes
F096XB018MI,F096XB018MI,Wet Loamy Depression ,Provisional,yes
F096XB019MI,F096XB019MI,Rich Sandy Drift ,Provisional,yes
F096XB020MI,F096XB020MI,Sandy Drift ,Provisional,yes
F096XB021MI,F096XB021MI,Acidic Sandy Depression ,Provisional,yes
F096XB022MI,F096XB022MI,Wet Acidic Sandy Depression ,Provisional,yes
F096XB023MI,F096XB023MI,Sandy Depression ,Provisional,yes
F096XB024MI,F096XB024MI,Wet Sandy Depression ,Provisional,yes
F096XB025MI,F096XB025MI,Floodplain ,Provisional,yes
F096XB026MI,F096XB026MI,Wet Floodplain ,Provisional,yes
F096XB028MI,F096XB028MI,Acidic Peaty Depression ,Provisional,yes
F094AA004MI,F094AA004MI,Snowy Wet Loamy Depression ,Provisional,yes
F094AA005MI,F094AA005MI,Snowy Rich Sandy Drift ,Provisional,yes
F094AA006MI,F094AA006MI,Snowy Sandy Drift ,Provisional,yes
F094AA007MI,F094AA007MI,Snowy Acidic Sandy Depression ,Provisional,yes
F094AA008MI,F094AA008MI,Snowy Wet Acidic Sandy Depression ,Provisional,yes
F094AA009MI,F094AA009MI,Snowy Sandy Depression ,Provisional,yes
F094AA010MI,F094AA010MI,Snowy Wet Sandy Depression ,Provisional,yes
F094AA011MI,F094AA011MI,Snowy Floodplain ,Provisional,yes
F094AA012MI,F094AA012MI,Snowy Wet Floodplain ,Provisional,yes
F094AA013MI,F094AA013MI,Snowy Mucky Depression ,Provisional,yes
F094AA014MI,F094AA014MI,Snowy Acidic Peaty Depression ,Provisional,yes
F094AB015MI,F094AB015MI,Loamy Till ,Provisional,yes
F094AB016MI,F094AB016MI,Loamy Depression ,Provisional,yes
F094AB017MI,F094AB017MI,Wet Loamy Depression ,Provisional,yes
F094AB018MI,F094AB018MI,Rich Sandy Drift ,Provisional,yes
F094AB019MI,F094AB019MI,Sandy Drift ,Provisional,yes
F094AB020MI,F094AB020MI,Acidic Sandy Depression ,Provisional,yes
F094AB022MI,F094AB022MI,Sandy Depression ,Provisional,yes
F094AB023MI,F094AB023MI,Wet Sandy Depression ,Provisional,yes
F094AB024MI,F094AB024MI,Floodplain ,Provisional,yes
F094AB025MI,F094AB025MI,Wet Floodplain ,Provisional,yes
F094AB026MI,F094AB026MI,Mucky Depression ,Provisional,yes
F094AB027MI,F094AB027MI,Acidic Peaty Depression ,Provisional,yes
F094CY028MI,F094CY028MI,Cool Loamy Till ,Provisional,yes
F094CY029MI,F094CY029MI,Cool Loamy Depression ,Provisional,yes
F094CY030MI,F094CY030MI,Cool Wet Loamy Depression ,Provisional,yes
F094CY031MI,F094CY031MI,Cool Rich Sandy Drift ,Provisional,yes
F094CY032MI,F094CY032MI,Cool Acidic Sandy Depression ,Provisional,yes
F094CY033MI,F094CY033MI,Cool Wet Acidic Sandy Depression ,Provisional,yes
F094CY034MI,F094CY034MI,Cool Sandy Depression ,Provisional,yes
F094CY035MI,F094CY035MI,Cool Wet Sandy Depression ,Provisional,yes
F094CY036MI,F094CY036MI,Cool Floodplain ,Provisional,yes
F094CY037MI,F094CY037MI,Cool Wet Floodplain ,Provisional,yes
F094CY038MI,F094CY038MI,Shallow Limestone Drift ,Provisional,yes
F096XB027MI,F096XB027MI,Mucky Depression ,Provisional,yes
F131CY001LA,F131CY001LA,Sandy Floodplain ,Provisional,yes
F131DY001AR,F131DY001AR,Loamy Floodplain ,Provisional,yes
F131BY001AR,F131BY001AR,Loamy Terrace ,Provisional,yes
R030XB187CA,R030XB187CA,Rarely Flooded Warm Thermic Ephemeral System ,Provisional,yes
F131BY002AR,F131BY002AR,Sandy Floodplain ,Provisional,yes
F131BY003AR,F131BY003AR,Loamy Floodplain ,Provisional,yes
F131BY004AR,F131BY004AR,Clay Cap Floodplain ,Provisional,yes
F131BY005AR,F131BY005AR,Wet Clay Bottomland ,Provisional,yes
F131BY006AR,F131BY006AR,Clayey Floodplain ,Provisional,yes
F131CY002LA,F131CY002LA,Loamy Floodplain ,Provisional,yes
F131CY003LA,F131CY003LA,Clay Cap Floodplain ,Provisional,yes
F131CY004LA,F131CY004LA,Wet Clay Bottomland ,Provisional,yes
F131CY005LA,F131CY005LA,Clayey Floodplain ,Provisional,yes
F131DY002AR,F131DY002AR,Clayey Floodplain ,Provisional,yes
F131DY003AR,F131DY003AR,Sodic Terrace ,Provisional,yes
F131DY004AR,F131DY004AR,Loess Terrace ,Provisional,yes
F131DY005AR,F131DY005AR,Loamy Prairie Terrace ,Provisional,yes
F131DY006AR,F131DY006AR,Clayey Terrace ,Provisional,yes
F122XY020TN,F122XY020TN,Cherty Limestone Escarpment ,Provisional,yes
F122XY022TN,F122XY022TN,Gravelly Colluvial Footslopes ,Provisional,yes
F122XY023TN,F122XY023TN,Loess Veneered Thermic Uplands ,Provisional,yes
F122XY024TN,F122XY024TN,Loess Veneered Depressional Uplands ,Provisional,yes
F122XY021TN,F122XY021TN,Cobbly Valley Alluvium ,Provisional,yes
F122XY026TN,F122XY026TN,Clayey Limestone Terraces And Uplands ,Provisional,yes
F122XY029TN,F122XY029TN,Tennessee River Fragipan Terraces ,Provisional,yes
F122XY027TN,F122XY027TN,Loamy Terraces ,Provisional,yes
F122XY030TN,F122XY030TN,Moderately Well Drained Loamy Alluvium ,Provisional,yes
F122XY031TN,F122XY031TN,Poorly Drained Thermic Alluvium ,Provisional,yes
F122XY032TN,F122XY032TN,Sandy Alluvium ,Provisional,yes
F122XY033TN,F122XY033TN,Well Drained Loamy Alluvium ,Provisional,yes
F122XY034TN,F122XY034TN,Well Drained Gravelly Alluvium ,Provisional,yes
F126XY001OH,F126XY001OH,Dry Ridge ,Provisional,yes
R078BY094TX,R078BY094TX,Clayey Breaks ,Provisional,yes
F126XY002OH,F126XY002OH,Footslope ,Provisional,yes
F126XY004OH,F126XY004OH,Side Slope ,Provisional,yes
F126XY003OH,F126XY003OH,Moist Ridge ,Provisional,yes
F126XY005OH,F126XY005OH,Poorly Drained Floodplain ,Provisional,yes
F126XY006OH,F126XY006OH,Well Drained Floodplain ,Provisional,yes
F126XY007OH,F126XY007OH,Poorly Drained Tread ,Provisional,yes
F126XY008OH,F126XY008OH,Tread ,Provisional,yes
F094AB021MI,F094AB021MI,Wet Acidic Sandy Depression ,Provisional,yes
F143XY110ME,F143XY110ME,Broad Floodplain Riparian Complex ,Provisional,yes
F143XY120ME,F143XY120ME,Small Floodplain Riparian Complex ,Provisional,yes
F143XY210ME,F143XY210ME,Marsh Wetland Complex ,Provisional,yes
F143XY220ME,F143XY220ME,Semi-Acidic Peat Wetland Complex ,Provisional,yes
F143XY230ME,F143XY230ME,Acidic Peat Wetland Complex ,Provisional,yes
F143XY301ME,F143XY301ME,Loamy Till Swamp (Northern White Cedar),Provisional,yes
F143XY302ME,F143XY302ME,Mucky Swamp ,Provisional,yes
F143XY303ME,F143XY303ME,Acidic Swamp ,Provisional,yes
F143XY304ME,F143XY304ME,Wet Flat ,Provisional,yes
F143XY401ME,F143XY401ME,Clay ,Provisional,yes
F143XY501ME,F143XY501ME,Loamy Slope ,Provisional,yes
F143XY502ME,F143XY502ME,Loamy Till Toeslope ,Provisional,yes
F143XY503ME,F143XY503ME,Loamy Flat ,Provisional,yes
F143XY504ME,F143XY504ME,Enriched Loamy Cove ,Provisional,yes
F143XY505ME,F143XY505ME,Loamy Over Sandy ,Provisional,yes
F143XY601ME,F143XY601ME,Dry Sand ,Provisional,yes
F143XY602ME,F143XY602ME,Sandy Flat ,Provisional,yes
F143XY701ME,F143XY701ME,Shallow Till ,Provisional,yes
F143XY702ME,F143XY702ME,Shallow And Moderately Deep Till ,Provisional,yes
F143XY703ME,F143XY703ME,Shallow And Moderately Deep Humic Till ,Provisional,yes
F143XY704ME,F143XY704ME,Shallow Organic Rock Pocket ,Provisional,yes
F143XY801ME,F143XY801ME,Rockland ,Provisional,yes
F143XY901ME,F143XY901ME,Alpine Ridge Meadow ,Provisional,yes
F143XY902ME,F143XY902ME,Alpine Ridge Krummholz ,Provisional,yes
F143XY903ME,F143XY903ME,Subalpine Slope ,Provisional,yes
R060AY021SD,R060AY021SD,Clayey Overflow ,Provisional,yes
F123XY001TN,F123XY001TN,Limestone Uplands ,Provisional,yes
F123XY003TN,F123XY003TN,Limestone Glades And Dry Woodlands ,Provisional,yes
F123XY004TN,F123XY004TN,Deep Loamy Terraces And Depressions ,Provisional,yes
F123XY005TN,F123XY005TN,Floodplains ,Provisional,yes
R070CY125TX,R070CY125TX,Loamy ,Provisional,yes
R070CY109NM,R070CY109NM,Loamy ,Provisional,yes
R030XD154CA,R030XD154CA,"Dune 3-5"" P.Z.",Provisional,yes
R058CY103ND,R058CY103ND,Badlands ,Provisional,yes
R031XD006CA,R031XD006CA,"Hyper-Arid Abandoned Fans 2-4"" p.z.",Provisional,yes
R031XD026CA,R031XD026CA,"Large, High Intensity, Frequently Flooded Ephemeral Stream ",Provisional,yes
R031XD002CA,R031XD002CA,"Desert Pavement 2-4"" p.z.",Provisional,yes
F107AY213IA,F107AY213IA,Loamy Floodplain Forest Acer saccharinum-Populus deltoides/Leersia virginica-Laportea canadensis(Silver Maple-Eastern Cottonwood/Whitegrass-Canadian Woodnettle),Provisional,yes
R107AY201IA,R107AY201IA,Loess Upland Prairie Amorpha canescens-Rosa arkansana/Andropogon gerardii-Hesperostipa spartea(Leadplant-Prairie Rose/Big Bluestem-Porcupinegrass),Provisional,yes
R107AY202IA,R107AY202IA,Calcareous Till Upland Prairie Amorpha canescens-Rosa arkansana/Andropogon gerardii-Schizachyrium scoparium(Leadplant-Prairie Rose/Big Bluestem-Little Bluestem),Provisional,yes
R107AY203IA,R107AY203IA,Calcareous Till Exposed Backslope Prairie Schizachyrium scoparium-Bouteloua curtipendula(Little Bluestem-Sideoats Grama),Provisional,yes
R107AY205IA,R107AY205IA,Loamy Sediment Upland Prairie Amorpha canescens-Rosa arkansana/Hesperostipa spartea-Symphyotrichum leave(Leadplant-Prairie Rose/Porcupinegrass-Smooth Blue Aster),Provisional,yes
R107AY206IA,R107AY206IA,Outwash Upland Prairie Bouteloua gracilis-Schizachyrium scoparium(Blue Grama-Little Bluestem),Provisional,yes
R107AY207IA,R107AY207IA,Sandy Dry Prairie Calamovilfa longifolia-Sporobolus cryptandrus(Prairie Sandreed-Sand Dropseed),Provisional,yes
R107AY208IA,R107AY208IA,Ponded Upland Depression Sedge Meadow Carex atherodes-Scholochloa festucacea(Wheat Sedge-Common Rivergrass),Provisional,yes
R107AY209IA,R107AY209IA,Wet Upland Sedge Meadow Spartina pectinata-Carex trichocarpa(Prairie Cordgrass-Hairyfruit Sedge),Provisional,yes
R107AY210IA,R107AY210IA,Wet Upland Drainageway Prairie Calamagrostis canadensis-Calamagrostis stricta(Bluejoint-Northern Reedgrass),Provisional,yes
R107AY211IA,R107AY211IA,Footslope Prairie Andropogon gerardii-Schizachyrium scoparium(Big Bluestem-Little Bluestem),Provisional,yes
R107AY212IA,R107AY212IA,Stream Terrace Prairie Schizachyrium scoparium-Astragalus agrestis(Little Bluestem-Purple Milkvetch),Provisional,yes
R107AY214IA,R107AY214IA,Loamy Floodplain Prairie Spartina pectinata-Calamagrostis inexpansa(Prairie Cordgrass-Northern Reedgrass),Provisional,yes
R107AY215IA,R107AY215IA,Wet Floodplain Sedge Meadow Carex vesicaria-Calamagrostis canadensis(Blister Sedge-Bluejoint),Provisional,yes
F108CY501IA,F108CY501IA,Shallow Limestone Backslope Glade Quercus muehlengerii/Schizachyrium scoparium-Bouteloua curtipendula(Chinquapin Oak/Little Bluestem-Sideoats Grama),Provisional,yes
F108CY502IA,F108CY502IA,Shallow Sandstone Backslope Glade Quercus velutina-Quercus ellipsoidalis/Schizachyrium scoparium-Danthonia spicata(Black Oak-Northern Pin Oak/Little Bluestem-Poverty oatgrass),Provisional,yes
R108CY503IA,R108CY503IA,Loess Upland Prairie Amorpha canescens/Andropogon gerardii-Ratibida pinnata(Leadplant/Big Bluestem-Pinnate Prairie Coneflower),Provisional,yes
R108CY504IA,R108CY504IA,Loess Upland Savanna Quercus macrocarpa/Andropogon gerardii-Sorghastrum nutans(Bur Oak/Big Bluestem-Indiangrass),Provisional,yes
F108CY505IA,F108CY505IA,Loess Upland Woodland Quercus alba/Carya ovata/Carex pensylvanica-Amphicarpaea bracteata(White Oak/Shagbark Hickory/Pennsylvania Sedge-American Hogpeanut),Provisional,yes
R108CY506IA,R108CY506IA,Sandy Upland Prairie Schizachyrium scoparium-Oenothera rhombipetala(Little Bluestem-Fourpoint Evening Primrose),Provisional,yes
R108CY507IA,R108CY507IA,Sandy Upland Savanna Quercus velutina/Schizachyrium scoparium-Lespedeza capitata(Black Oak/Little Bluestem-Roundhead Lespedeza),Provisional,yes
F108CY508IA,F108CY508IA,Sandy Upland Woodland Quercus velutina-Quercus alba/Corylus americana/Carex pensylvanica(Black Oak-White Oak/American Hazelnut/Pennsylvania Sedge),Provisional,yes
R108CY509IA,R108CY509IA,Till Backslope Prairie Schizachyrium scoparium-Lithospermum canescens(Little Bluestem-Hoary Puccoon),Provisional,yes
R108CY510IA,R108CY510IA,Till Backslope Seepage Meadow Scirpus atrovirens-Carex vulpinoidia(Green Bulrush-Fox Sedge),Provisional,yes
R108CY511IA,R108CY511IA,Till Backslope Savanna Quercus alba-Quercus macrocarpa/Andropogon gerardii-Sorghastrum Nutans(White Oak-Bur Oak/Big Bluestem-Indiangrass),Provisional,yes
